Output Freq,Input Freq,Offset,Uplink Tone,Downlink Tone,"Location",County,Lat,Long,Call,Use,Op Status,Mode,Digital Access,EchoLink,IRLP,AllStar,Coverage,Last Update
449.20000,444.20000,-,118.8,118.8,"Springfield",Baca,37.40829849,-102.61399841,KZ0DEM,OPEN,On-Air,Analog/analog,,97142,7142,,,2011-08-21
449.22500,444.22500,-,141.3,141.3,"Denver - Thorodin Mountain",Gilpin,39.88750076,-105.42600250,N0SZ,OPEN,On-Air,Analog/analog,,,,,Wide area,2015-11-03
449.25000,444.25000,-,123.0,123.0,"Cedar Point",Elbert,39.37030029,-103.80100250,K0UPS,OPEN,On-Air,Analog/analog,,3349,3349,,,2020-04-23
449.30000,444.30000,-,107.2,107.2,"Grand Junction - Grand Mesa",Mesa,39.05390167,-108.25399780,WA4HND,OPEN,On-Air,Analog/analog,,,3710,,Wide area,2018-01-16
449.30000,444.30000,-,100.0,,"Westminster",Adams,39.83670044,-105.03700256,N1UPS,OPEN,On-Air,Analog/analog,,43699,3699,,,2020-04-23
449.32500,444.32500,-,136.5,107.2,"Greeley",Weld,40.42330170,-104.70899963,WR0AEN,OPEN,On-Air,DStar,,,,,,2012-11-12
449.32500,444.32500,-,103.5,103.5,"Woodland Park - Paradise Pines",Teller,38.98780060,-105.04399872,KA4EPS,OPEN,On-Air,Analog/analog,,,,27976,,2019-04-01
449.35000,444.35000,-,100.0,100.0,"Idaho Springs - Squaw Mountain",Clear Creek,39.67940140,-105.49199677,W0TX,OPEN,On-Air,Analog/analog,,4140,,,Wide area,2020-05-17
449.40000,444.40000,-,91.5,,"Boulder",Boulder,40.01499939,-105.26999664,K0DK,OPEN,On-Air,Analog/analog,,,,,,2013-01-08
449.40000,444.40000,-,131.8,131.8,"Delta - Uncompahgre Butte",Mesa,38.57669830,-108.64700317,KB0YNA,OPEN,On-Air,Analog/analog,,,3710,,Wide area,2020-08-01
449.42500,444.42500,-,103.5,103.5,"Grand Lake",Clear Creek,40.23920059,-105.84700012,WC3W,OPEN,On-Air,Analog/analog,,,,45202,,2019-09-21
449.45000,444.45000,-,103.5,127.3,"Idaho Springs - Squaw Mountain",Clear Creek,39.67940140,-105.49299622,K1DUN,OPEN,On-Air,Analog/analog,,,,,Wide area,2020-05-17
449.50000,444.50000,-,107.2,,"Collbran",Mesa,39.24060059,-107.96099854,KB0SW,OPEN,On-Air,Analog/analog,,,,,,2016-07-01
449.50000,444.50000,-,123.0,123.0,"Lamar",Prowers,38.03691200,-102.59947000,N0LAR,OPEN,On-Air,Analog/analog,,37784,3774,,,2020-04-23
449.52500,444.52500,-,100.0,100.0,"Creede - Bristol Head",Mineral,37.79330063,-107.05500031,N0PKT,OPEN,Unknown,Analog/analog,,,,43265,,2020-07-16
449.52500,444.52500,-,CSQ,,"Golden - Centennial Cone",Jefferson,39.75249863,-105.35900116,KE0SJ,OPEN,On-Air,Analog/analog,,,,,,2015-05-23
449.55000,444.55000,-,100.0,,"Boulder",Boulder,40.01499939,-105.26999664,W0IA,OPEN,On-Air,Analog/analog,,217336,,,,2017-03-11
449.57500,444.57500,-,,,"Colorado Springs",El Paso,38.83390045,-104.82099915,,CLOSED,Unknown,Analog/analog,,,,,,2020-12-31
449.57500,444.57500,-,131.8,131.8,"Grand Junction - Black Ridge",Mesa,39.06560135,-108.74800110,WA4HND,OPEN,On-Air,Analog/analog,,,3710,,,2018-01-15
449.57500,444.57500,-,100.0,,"Loveland - Namaqua Hill",Larimer,40.39780045,-105.07399750,W0LRA,OPEN,On-Air,Analog/analog,,,,,,2018-02-24
449.57500,444.57500,-,103.5,103.5,"Pueblo - Baculite Mesa",Pueblo,38.37337200,-104.55798300,N2SKY,OPEN,On-Air,Analog,,,,,,2020-12-30
449.60000,444.60000,-,100.0,,"Centennial - Warren Mountain",Jefferson,39.50419998,-105.12799835,N0PUF,OPEN,On-Air,YSF,,690473,3345,,,2020-03-13
449.60000,444.60000,-,107.2,,"Glenwood Springs - Sunlight Peak",Garfield,39.42639923,-107.37999725,N0XLI,OPEN,On-Air,Analog/analog,,,,,Wide area,2018-01-15
449.60000,444.60000,-,107.2,,"Trinidad - Raton Pass",Las Animas,37.16939926,-104.50000000,KC0CVU,OPEN,On-Air,Analog/analog,,,,,Wide area,2017-10-24
449.62500,444.62500,-,94.8,,"Monte Vista",Rio Grande,37.58418274,-106.13030243,K0SLV,OPEN,On-Air,Analog/analog,,,,,,2020-03-11
449.62500,444.62500,-,,,"Morrison - Mt. Morrison",Jefferson,39.66920800,-105.22034800,KE0VH,OPEN,On-Air,YSF/analog,,,,,,2020-10-19
449.62500,444.62500,-,123.0,123.0,"Steamboat Springs",Routt,40.48500061,-106.83200073,KB0VJJ,OPEN,On-Air,Analog/analog,,,,,,2019-05-11
449.65000,444.65000,-,136.5,,"Denver",Denver,39.73759842,-104.98500061,WR0AEN,OPEN,On-Air,DStar,,,,,,2012-11-16
449.65000,444.65000,-,151.4,151.4,"Grand Junction - Grand Mesa",Mesa,39.06660080,-107.93699646,KB0YNA,OPEN,On-Air,Analog/analog,,,8162,,Wide area,2016-10-28
449.65000,444.65000,-,107.2,,"Salida - Methodist Mountain",Chaffee,38.45280075,-106.01799774,KC0CVU,OPEN,On-Air,Analog/analog,,,,,Wide area,2018-01-15
449.67500,444.67500,-,136.5,,"Denver",Denver,39.73759842,-104.98500061,WR0AEN,OPEN,On-Air,DStar,,,7708,,,2012-11-16
449.67500,444.67500,-,88.5,,"Querida",Custer,38.12300000,-105.32800000,K0CGQ,OPEN,On-Air,Analog/analog,,,,,,2020-06-15
449.70000,444.70000,-,107.2,,"Lake George",Park,38.97969818,-105.35700226,,OPEN,Off-Air,Analog/analog,,,,,,2012-11-12
449.70000,444.70000,-,107.2,107.2,"Telluride - Gray Head",San Miguel,37.99100113,-107.97200012,KB0YNA,OPEN,On-Air,Analog/analog,,,3710,,Wide area,2017-12-07
449.72500,444.72500,-,179.9,,"Carbondale - Four Mile Ridge",Garfield,39.40000153,-107.31500244,K0ELK,OPEN,On-Air,Analog/analog,,,3722,28434,Wide area,2012-11-10
449.72500,444.72500,-,127.3,,"Greeley - UNC",Weld,40.40370178,-104.70300293,K0OJ,OPEN,On-Air,Analog/analog,,,,,,2019-10-04
449.72500,444.72500,-,100.0,,"Palmer Divide",El Paso,38.25439835,-104.60900116,N0PWZ,OPEN,On-Air,Analog/analog,,,3043,,,2012-11-10
449.75000,444.75000,-,,,"Golden - Guy Hill",Jefferson,39.77719879,-105.32800293,KI0GO,OPEN,On-Air,DMR,1,,,,,2020-12-29
449.75000,444.75000,-,100.0,100.0,"La Veta - Cordova Pass",Las Animas,37.34069824,-105.02400208,N0ZSN,OPEN,On-Air,Analog/analog,,363976,7301,28368,,2020-10-11
449.77500,444.77500,-,173.8,88.5,"Grand Junction",Mesa,39.06389999,-108.55100250,KD0SMZ,OPEN,On-Air,Analog/analog,,7572,7573,,,2015-10-25
449.77500,444.77500,-,CSQ,CSQ,"Lakewood - Green Mtn",Jefferson,39.68220139,-105.14299774,W0TX,OPEN,On-Air,YSF,,,,,,2019-09-06
449.80000,444.80000,-,123.0,,"Estes Park",Larimer,40.37720108,-105.52100372,N0FH,OPEN,On-Air,Analog/analog,,625757,7268,,,2017-08-05
449.80000,444.80000,-,107.2,,"Parachute - Mount Callahan",Garfield,39.45190048,-108.05200195,WA4HND,OPEN,On-Air,Analog/analog,,,,,,2018-01-15
449.82500,444.82500,-,103.5,,"Broomfield",Boulder,39.92060089,-105.08599854,W0WYX,OPEN,On-Air,Analog/analog,,,,,,2019-06-19
449.82500,444.82500,-,100.0,,"Cedaredge",Delta,38.90159988,-107.92600250,W0ALC,OPEN,Off-Air,Analog/analog,,,,,,2018-04-04
449.82500,444.82500,-,,,"Trinidad",Las Animas,37.06660000,-104.56138000,K6TDX,OPEN,On-Air,Analog/analog,,,,,,2021-02-04
449.85000,444.85000,-,103.5,103.5,"Colorado Springs - Gardner Rock",El Paso,38.81006800,-104.88203400,N2SKY,OPEN,On-Air,Analog/analog,,,,40197,,2020-07-05
449.85000,444.85000,-,100.0,100.0,"Durango",La Plata,37.27529907,-107.87999725,K0EP,OPEN,Unknown,Analog/analog,,,,,,2020-09-21
449.85000,444.85000,-,100.0,100.0,"Fort Collins - CSU Durward Hall",Larimer,40.58530045,-105.08399963,W0QEY,OPEN,On-Air,Analog/analog,,,,,,2012-11-16
449.85000,444.85000,-,131.8,131.8,"Glenwood Springs - Lookout Mountain",Garfield,39.55049896,-107.32499695,WA4HND,OPEN,On-Air,Analog/analog,,,,,,2018-01-15
449.90000,444.90000,-,107.2,,"Punkin Center",Lincoln,38.85200119,-103.69999695,N1FSX,OPEN,On-Air,Analog/analog,,,,,,2012-07-20
449.90000,444.90000,-,107.2,107.2,"Vail",Eagle,39.64030075,-106.37400055,N0AFO,OPEN,On-Air,Analog/analog,,,,,,0000-00-00
449.92500,444.92500,-,114.8,114.8,"Hudson",Weld,40.02019882,-104.64199829,K0EB,OPEN,On-Air,Analog/analog,,448035,8035,,,2021-01-30
449.92500,444.92500,-,103.5,103.5,"Salida - Methodist Mountain",Chaffee,38.45280075,-106.01799774,WZ0N,OPEN,On-Air,Analog/analog,,,,,,2013-07-05
449.95000,444.95000,-,77.0,77.0,"Aurora",Arapahoe,39.72940063,-104.83200073,W9SL,OPEN,On-Air,Analog/analog,,,,,,2019-08-23
449.95000,444.95000,-,,,"Gunnison",Gunnison,38.54579926,-106.92500305,K5GF,OPEN,Off-Air,Analog/analog,,,,,,2012-11-10
449.97500,444.97500,-,100.0,100.0,"Larkspur - Westcreek",Douglas,39.17490005,-105.03399658,K0JSC,OPEN,On-Air,Analog/analog,,,,,,2017-04-21
449.97500,444.97500,-,100.0,100.0,"Pueblo - Cedarwood",Pueblo,38.03400040,-104.48899841,K0JSC,OPEN,On-Air,Analog/analog,,363976,7301,28368,,2017-03-11
449.97500,444.97500,-,100.0,100.0,"Salida - Methodist Mountain",Chaffee,38.44630051,-106.01100159,K0JSC,OPEN,Unknown,Analog/analog,,363976,7301,28368,,2021-02-09
927.70000,902.70000,-,D114,D114,"Canon City - Fremont Peak",Fremont,38.45389938,-105.28600311,KB0TUC,OPEN,On-Air,Analog/analog,,,,,,2017-03-11
927.72500,902.72500,-,D114,D114,"Colorado Springs - Almagre Mountain",Teller,38.77259827,-104.99299622,WA6IFI,OPEN,On-Air,P25,293,,,,Wide area,2020-01-01
927.73750,902.73750,-,100.0,100.0,"Parker",Douglas,39.53910065,-104.56900024,KI0HC,OPEN,On-Air,P25/analog,293,,,,Wide area,2020-01-01
927.76250,902.76250,-,D114,,"Colorado Springs - Almagre Mountain",Teller,38.77250000,-104.99300000,WA6IFI,OPEN,On-Air,Analog,,,,,Wide area,2020-11-10
927.77500,902.77500,-,D116,D116,"Westcliffe",Custer,38.13470078,-105.46499634,KB0TUC,OPEN,On-Air,Analog/analog,,,,,,2012-06-14
927.78750,902.78750,-,156.7,,"Golden",Jefferson,39.75550079,-105.22100067,N0PYY,OPEN,On-Air,Analog/analog,,,,,,2017-12-24
927.80000,902.80000,-,D116,,"Colorado Springs",Teller,38.83390045,-104.82099915,W0MOG,OPEN,On-Air,Analog/analog,,,,,,2012-11-10
927.82500,902.82500,-,94.8,,"Pueblo - Baculite Mesa",Pueblo,38.30490540,-104.55300120,WB0SLW,OPEN,On-Air,Analog,,,,,,2020-09-09
927.83750,902.83750,-,D205,100.0,"Golden - Centennial Cone",Jefferson,39.76580048,-105.36599731,KI0HC,OPEN,On-Air,P25/analog,293,,,,Wide area,2020-01-01
927.85000,902.85000,-,D114,,"Colorado Springs - Cheyenne Mountain",Teller,38.74499893,-104.86199951,KC0CVU,OPEN,On-Air,Analog/analog,,,,,,2017-03-09
927.86250,902.86250,-,,,"Salida - Methodist Mountain",Chaffee,38.44670105,-106.01000214,WA6IFI,OPEN,On-Air,P25,293,,,,Wide area,2021-02-11
927.87500,902.87500,-,,,"Fort Collins - Buckhorn Mountain",Larimer,40.61669922,-105.32800293,KI0HC,OPEN,On-Air,P25,293,,,,Wide area,2020-01-01
927.87500,902.02500,s,,,"Trinidad - Raton Pass",Las Animas,37.16511180,-104.50918890,WA6IFI,OPEN,Off-Air,P25,,,,,,2020-12-26
927.90000,902.90000,-,D205,D205,"Woodland Park",Teller,38.99380112,-105.05699921,KA0WUC,OPEN,On-Air,Analog/analog,,,,,,2012-11-10
927.93750,902.93750,-,,,"Indian Hills - Chief Mtn",Jefferson,39.59999847,-105.20999908,KI0HC,OPEN,On-Air,P25,293,,,,Wide area,2020-01-01
927.95000,902.95000,-,100.0,100.0,"Fort Collins - CSU Durward Hall",Larimer,40.58530045,-105.08399963,W0QEY,OPEN,On-Air,Analog/analog,,,,,,2019-09-01
927.97500,902.03750,s,67.0,67.0,"Golden - Lookout Mountain",Jefferson,39.73329926,-105.23699951,W0SKY,OPEN,On-Air,Analog/analog,,,,40195,,2020-01-01
1283.86250,1263.86250,-,,,"Boulder",Boulder,40.03720093,-105.23000336,KC0DS,OPEN,On-Air,DStar,,,,,,2013-12-21
1299.50000,1279.50000,-,,,"Boulder",Boulder,40.01499939,-105.27100372,W0DK,OPEN,On-Air,DStar,,,,,,2012-11-12
